City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Ajdabiya,30.7554,20.2263,56.44,44,0,16.22,LY,1614803411
Loandjili,-4.7561,11.8578,82.4,78,20,3.44,CG,1614803411
Opuwo,-18.0607,13.84,71.22,37,0,5.68,NA,1614803412
Japura,-0.3167,102.35,73.24,91,100,1.21,ID,1614803412
Cervo,43.6702,-7.4101,50.0,85,19,5.7,ES,1614803412
Jaca,42.569,-0.5499,42.01,88,2,2.53,ES,1614803412
Tabuk,17.4189,121.4443,69.13,90,23,0.76,PH,1614803412
Palmer,42.1584,-72.3287,46.0,36,40,13.8,US,1614803128
Penzance,50.1186,-5.5371,48.2,93,75,6.91,GB,1614803413
Mumford,5.2618,-0.759,81.05,87,98,12.15,GH,1614803413
Kamenka,51.3223,42.7678,24.01,82,30,9.66,RU,1614803413
Ola,59.5833,151.2833,-8.61,87,100,8.86,RU,1614803413
Soe,-9.8607,124.284,65.25,93,71,2.73,ID,1614803414
Vicuña,-30.0319,-70.7081,82.99,35,1,5.01,CL,1614803141
Byron Bay,-28.65,153.6167,66.2,94,90,8.05,AU,1614803414
Iskateley,67.6803,53.1512,6.82,95,98,7.63,RU,1614803414
Havøysund,70.9963,24.6622,30.2,69,75,25.32,NO,1614803414
Weligama,5.9667,80.4167,74.75,77,73,11.07,LK,1614803119
Øksfjord,70.2396,22.3479,30.2,59,75,14.97,NO,1614803415
San Patricio,28.017,-97.5169,69.01,59,75,11.5,US,1614803415
Hope,33.6671,-93.5916,62.01,28,0,1.99,US,1614803415
Narsaq,60.9167,-46.05,44.6,31,75,36.82,GL,1614803415
Wilmington,34.2257,-77.9447,60.8,55,75,9.22,US,1614803415
Itaueira,-7.6033,-43.0256,77.07,86,24,1.21,BR,1614803416
Olinda,-8.0089,-34.8553,80.6,69,40,11.5,BR,1614803416
Saint-Pierre,-21.3393,55.4781,78.8,73,90,5.75,RE,1614803416
Itarema,-2.9248,-39.9167,80.42,77,73,13.18,BR,1614803416
Nova Venécia,-18.7106,-40.4006,76.48,81,80,7.65,BR,1614803416
Yumen,40.2833,97.2,35.17,28,94,14.94,CN,1614803417
Longyearbyen,78.2186,15.6401,6.8,66,20,10.36,SJ,1614803417
Innisfail,-17.5333,146.0333,75.63,90,100,9.86,AU,1614803356
Rumonge,-3.9736,29.4386,71.37,75,100,4.05,BI,1614803417
Belyy Yar,53.6039,91.3903,10.4,85,40,6.78,RU,1614803418
Magway,20.15,94.9167,68.92,53,0,2.15,MM,1614803418
Tarnogskiy Gorodok,60.4997,43.5761,21.9,98,100,4.36,RU,1614803418
Jasper,37.2001,-94.3502,66.2,24,1,13.8,US,1614803418
Quatre Cocos,-20.2078,57.7625,78.8,83,40,50.64,MU,1614803418
Malakanagiri,18.35,81.9,66.4,42,0,1.88,IN,1614803418
Silver City,32.7701,-108.2803,68.0,14,1,5.75,US,1614803418
Aseri,59.4506,26.8675,32.23,93,97,8.57,EE,1614803418
Glendive,47.1053,-104.7125,60.01,26,1,6.91,US,1614803419
Alma,48.5501,-71.6491,10.4,48,23,12.66,CA,1614803407
Ust'-Ishim,57.6935,71.1665,18.48,97,99,7.52,RU,1614803419
Altay,47.8667,88.1167,8.53,76,0,5.88,CN,1614803419
Nova Olímpia,-14.7972,-57.2881,78.66,84,67,8.34,BR,1614803419
College,64.8569,-147.8028,1.0,77,75,2.48,US,1614803420
Casa Grande,32.8795,-111.7573,84.0,6,1,12.66,US,1614803391
Sioux Lookout,50.1001,-91.917,23.0,54,1,3.13,CA,1614803420
Eureka,40.8021,-124.1637,53.01,72,6,5.01,US,1614803420
Bahía Honda,22.9036,-83.1592,80.89,60,17,9.44,CU,1614803420
San Jose,37.3394,-121.895,68.0,39,90,2.53,US,1614803421
Melo,-32.3667,-54.1833,78.06,75,71,15.66,UY,1614803421
Atlantic City,39.3643,-74.4229,55.99,28,1,6.91,US,1614803421
Guarda,40.5373,-7.2658,43.47,89,3,3.04,PT,1614803421
Tysmenytsya,48.9022,24.8448,37.99,88,10,4.36,UA,1614803422
Shiraz,29.6036,52.5388,51.8,32,75,2.3,IR,1614803422
Leça da Palmeira,41.191,-8.7003,61.0,76,20,0.43,PT,1614803422
Nhulunbuy,-12.2333,136.7667,80.6,83,97,9.22,AU,1614803422
Chernyshevskiy,63.0128,112.4714,-40.7,81,8,2.91,RU,1614803423
Trairi,-3.2778,-39.2689,80.26,75,97,9.86,BR,1614803423
Tukums,56.9669,23.1553,33.8,86,90,6.91,LV,1614803423
Halifax,44.6453,-63.5724,35.6,40,20,28.77,CA,1614803252
Prince Rupert,54.3161,-130.3201,39.2,93,90,10.36,CA,1614803423
Zheleznodorozhnyy,55.7503,38.0042,34.0,69,0,6.71,RU,1614803423
San Cristobal,7.7669,-72.225,86.0,51,40,11.5,VE,1614803424
Hargeisa,9.56,44.065,59.67,92,13,11.99,SO,1614803424
Shingū,33.7333,135.9833,50.54,87,97,7.74,JP,1614803424
Pestovo,58.5938,35.8024,32.4,98,100,10.16,RU,1614803424
Marion,39.7684,-86.1555,60.8,36,1,11.5,US,1614803266
Vila Nova de Milfontes,37.7238,-8.7828,59.0,83,98,1.01,PT,1614803425
Jishou,28.3167,109.7167,46.74,89,7,1.66,CN,1614803425
Doba,8.65,16.85,81.93,15,100,3.51,TD,1614803425
Port Hedland,-20.3167,118.5667,77.0,88,10,4.61,AU,1614803425
Katobu,-4.9408,122.5276,74.91,90,100,1.1,ID,1614803425
Great Yarmouth,52.6083,1.7305,39.2,87,90,6.91,GB,1614803426
Bua Yai,15.5855,102.4259,76.71,78,57,5.5,TH,1614803426
Mossamedes,-15.1961,12.1522,74.95,78,27,6.51,AO,1614803426
Port Hawkesbury,45.6169,-61.3485,26.01,63,20,17.27,CA,1614803426
Keïta,14.7551,5.7749,87.8,10,0,4.61,NE,1614803427
Belaya Gora,68.5333,146.4167,-35.25,98,100,3.38,RU,1614803427
San Joaquin,37.9333,-121.3011,64.0,36,1,6.91,US,1614803427
Panguna,-6.3164,155.4848,70.65,99,100,5.73,PG,1614803427
Katsuura,35.1333,140.3,42.8,65,0,10.36,JP,1614803427
Yeniseysk,58.4497,92.1703,-11.58,87,94,8.84,RU,1614803427
Harper,4.375,-7.7169,79.88,86,63,5.46,LR,1614803427
Ciudad del Carmen,18.6333,-91.8333,80.6,78,75,10.36,MX,1614803211
Fougamou,-1.2154,10.5838,76.44,92,89,2.39,GA,1614803428
Waitara,-38.925,174.25,57.0,95,100,5.01,NZ,1614803173
Camacha,33.0833,-16.3333,59.0,72,20,5.79,PT,1614803428
Kamachumu,-1.6186,31.62,73.4,83,20,5.61,TZ,1614803428
Iğdır,39.9237,44.045,35.6,60,20,1.14,TR,1614803428
Bhaktapur,27.6833,85.4167,51.8,66,20,3.44,NP,1614803429
Azul,-36.777,-59.8585,84.0,61,63,5.01,AR,1614803429
Mount Isa,-20.7333,139.5,84.2,23,98,9.22,AU,1614803429
Progreso,21.2833,-89.6667,86.0,66,75,6.91,MX,1614803429
Ranfurly,-45.1333,170.1,55.99,57,44,1.01,NZ,1614803429
Słupsk,54.4641,17.0287,38.05,90,0,6.67,PL,1614803430
Motygino,58.1831,94.7592,-18.76,86,94,4.34,RU,1614803430
Vrangel',42.7297,133.0839,33.35,94,16,3.33,RU,1614803430
Bosaso,11.2842,49.1816,76.51,77,39,2.33,SO,1614803431
Itupiranga,-5.1347,-49.3267,89.6,62,20,3.44,BR,1614803431
Steinhagen,52.0,8.4,45.0,79,0,3.74,DE,1614803431
Marevo,57.3146,32.0804,34.93,93,98,15.37,RU,1614803431
Mount Hagen,-5.8581,144.2274,57.78,90,87,1.92,PG,1614803431
Khowai,24.1,91.6333,64.4,93,0,4.45,IN,1614803431
Moguer,37.2756,-6.8385,60.01,62,0,1.99,ES,1614803432
Jacareacanga,-6.2222,-57.7528,78.8,78,75,5.75,BR,1614803432
Forsytheganj,52.6333,29.7333,31.6,83,0,9.13,BY,1614803432
Gigmoto,13.7796,124.39,77.09,82,46,10.27,PH,1614803432
Bannu,32.9854,70.6027,59.25,34,0,2.51,PK,1614803415
Petropavlovsk-Kamchatskiy,53.0452,158.6483,12.2,48,75,15.66,RU,1614803433
São Miguel do Araguaia,-13.275,-50.1628,77.14,88,100,2.37,BR,1614803433
Houma,29.5958,-90.7195,62.01,55,1,11.5,US,1614803392
The Pas,53.8251,-101.2541,24.8,63,1,9.22,CA,1614803433
High Rock,26.6208,-78.2833,80.6,69,40,20.71,BS,1614803434
Ormara,25.2088,64.6357,75.61,64,0,6.82,PK,1614803434
Bathsheba,13.2167,-59.5167,82.4,57,40,19.57,BB,1614803434
Bac Lieu,9.285,105.7244,77.79,80,0,14.88,VN,1614803434
Departamento de Maldonado,-34.6667,-54.9167,79.0,73,40,16.11,UY,1614803306
Sumbe,-11.2061,13.8437,77.92,84,100,8.79,AO,1614803435
Luan,46.3592,6.9759,44.01,83,100,3.24,CH,1614803435
Tilichiki,60.4667,166.1,1.11,92,99,9.98,RU,1614803435
Plyussa,58.4308,29.3654,35.69,92,100,14.38,RU,1614803436
Gamba,-2.65,10.0,80.1,88,100,8.59,GA,1614803436
Bolu Province,40.6667,31.5833,30.4,88,52,1.95,TR,1614803436
Cuamba,-14.8031,36.5372,68.79,96,100,5.19,MZ,1614803436
Vao,-22.6667,167.4833,79.07,85,98,14.2,NC,1614803437
San Policarpo,12.1791,125.5072,78.15,85,82,10.87,PH,1614803437
Stornoway,58.2093,-6.3865,42.01,81,90,3.44,GB,1614803437
Doha,25.2867,51.5333,69.8,68,0,4.61,QA,1614803211
Port-Gentil,-0.7193,8.7815,82.4,89,40,8.05,GA,1614803437
Kaseda-shirakame,31.4167,130.3167,51.37,74,42,12.66,JP,1614803438
Phan Thiet,10.9333,108.1,72.16,82,51,6.96,VN,1614803438
Whitley Bay,55.0397,-1.4471,39.0,87,90,3.44,GB,1614803244
Pacifica,37.6138,-122.4869,62.01,67,75,4.61,US,1614803438
Southampton,50.904,-1.4043,48.0,88,95,1.01,GB,1614803400
Rāyadrug,14.7,76.8667,73.67,33,0,6.64,IN,1614803439
Mokhsogollokh,61.4681,128.9203,-25.82,84,100,6.96,RU,1614803439
Shelburne,44.0787,-80.2041,39.2,70,20,8.05,CA,1614803439
Paulo Afonso,-9.4061,-38.2147,95.0,26,40,9.22,BR,1614803439
Katete,-0.7818,29.7544,66.25,76,76,3.69,UG,1614803440
Palmerston,-12.486,130.9833,82.99,83,20,11.5,AU,1614803440
Bagdarin,54.4333,113.6,-17.77,80,51,5.53,RU,1614803440
Saurimo,-9.6608,20.3916,67.82,88,98,1.45,AO,1614803441
Shentala,54.45,51.4833,18.7,98,100,9.93,RU,1614803441
Kuybysheve,47.358,36.6491,31.46,93,0,5.21,UA,1614803441
Sémbé,1.6481,14.5806,83.84,39,100,1.45,CG,1614803441
Kargasok,59.0556,80.8572,9.91,95,100,13.38,RU,1614803442
Pleshanovo,52.8333,53.4833,18.19,97,36,11.05,RU,1614803442
Saint-François,46.4154,3.9054,44.01,87,0,3.44,FR,1614803442
Paso de los Toros,-32.8167,-56.5167,86.0,58,75,13.8,UY,1614803442
Kirakira,-10.4544,161.9205,78.91,89,100,9.98,SB,1614803442
Mēga,4.05,38.3,66.94,38,73,25.14,ET,1614803442
Lima,-12.0432,-77.0282,80.01,69,0,9.22,PE,1614803341
Sept-Îles,50.2001,-66.3821,19.99,49,75,16.11,CA,1614803402
Port Lincoln,-34.7333,135.8667,58.66,86,9,13.27,AU,1614803443
Chennai,13.0878,80.2785,73.4,83,0,4.99,IN,1614803443
Tornio,65.8481,24.1466,24.8,63,0,13.8,FI,1614803443
Tual,-5.6667,132.75,83.21,74,100,18.39,ID,1614803443
Owatonna,44.0839,-93.226,42.8,70,1,2.37,US,1614803444
Ndélé,8.4109,20.6473,78.82,17,48,5.3,CF,1614803444
Srednekolymsk,67.45,153.6833,-28.98,84,100,11.54,RU,1614803444
Honiara,-9.4333,159.95,77.11,96,100,6.58,SB,1614803444
Lófos,40.2447,22.3797,51.01,48,0,3.2,GR,1614803445
Teteltzingo,19.0667,-97.15,63.59,54,15,6.49,MX,1614803445
Kevsala,45.7983,42.6903,31.68,96,28,11.95,RU,1614803445
Mikhaylovka,50.06,43.2379,28.99,79,2,5.01,RU,1614803445
Revda,56.801,59.9303,24.8,93,75,4.47,RU,1614803289
Alexandria,31.2156,29.9553,55.4,62,40,11.5,EG,1614803446
Edd,13.9297,41.6925,82.6,47,0,15.64,ER,1614803446
Chase,50.8165,-119.6857,39.99,70,100,1.14,CA,1614803446
